State,County,Year,Total Households ,Average Household Income,Median Household Income,Total Shelter,Mortgage Interest,   Mortgage Interest,   Mortgage Interest,Property Taxes,   Property Taxes,   Property Taxes,Rental Costs,Property Management Fees,Housing For Someone At School,Lodging Away From Home,Electricity,Fuel Oil ,Natural Gas,Septic Tank Cleaning,Trash And Garbage Collection,Water And Sewage,Cellular Phone Service
Illinois,Pope,2022,"1,741","$57,509","$48,693","$11,103.41","$2,354.65","$2,259.44",$95.21,"$2,794.10","$2,561.02",$233.08,$187.95,$93.71,$50.62,$279.21,"$1,190.61",$49.57,$635.85,$6.97,$201.23,$423.23,"$1,067.87"
Illinois,Pulaski,2022,"2,349","$56,062","$37,314","$9,450.06","$2,035.90","$1,963.50",$72.39,"$1,988.65","$1,844.17",$144.48,$130.74,$90.16,$40.16,$192.15,"$1,333.14",$34.92,$421.67,$6.41,$173.70,$416.64,"$1,022.47"
Illinois,Putnam,2022,"2,464","$76,313","$69,177","$12,345.70","$2,681.36","$2,569.61",$111.75,"$3,072.54","$2,822.55",$249.99,$224.24,$104.99,$60.87,$315.73,"$1,292.47",$57.24,$671.71,$7.77,$212.92,$463.10,"$1,158.88"
Illinois,Randolph,2022,"11,789","$72,340","$60,562","$11,781.03","$2,545.22","$2,447.75",$97.47,"$2,775.87","$2,553.40",$222.47,$178.15,$91.49,$55.45,$286.48,"$1,242.09",$51.53,$654.43,$6.83,$198.31,$434.84,"$1,139.13"
Illinois,Richland,2022,"6,555","$72,454","$52,497","$11,163.01","$2,349.07","$2,257.59",$91.48,"$2,711.32","$2,483.13",$228.19,$183.61,$90.83,$50.08,$277.84,"$1,190.00",$48.85,$633.01,$6.71,$198.26,$420.49,"$1,072.66"
Illinois,Rock Island,2022,"59,902","$76,078","$61,578","$11,573.78","$2,595.43","$2,496.71",$98.72,"$2,838.42","$2,622.95",$215.47,$191.82,$101.44,$54.40,$289.78,"$1,331.53",$54.88,$667.15,$7.26,$194.58,$453.04,"$1,180.43"
Illinois,St. Clair,2022,"104,626","$80,887","$58,694","$11,484.59","$2,661.44","$2,559.83",$101.62,"$2,733.81","$2,527.64",$206.17,$180.14,$98.93,$58.19,$291.59,"$1,332.96",$54.98,$671.64,$7.11,$190.92,$461.42,"$1,210.82"
Illinois,Saline,2022,"9,884","$64,570","$51,172","$10,853.85","$2,302.60","$2,211.62",$90.97,"$2,657.30","$2,436.93",$220.37,$177.66,$88.37,$45.90,$263.64,"$1,166.44",$48.30,$623.43,$6.50,$194.09,$413.94,"$1,057.09"
Illinois,Sangamon,2022,"83,258","$85,369","$62,134","$11,803.88","$2,546.64","$2,447.13",$99.51,"$2,793.83","$2,566.66",$227.17,$188.77,$95.16,$54.79,$286.23,"$1,234.89",$52.93,$645.52,$6.93,$196.85,$437.14,"$1,128.54"
Illinois,Schuyler,2022,"2,767","$67,699","$57,008","$11,495.27","$2,451.45","$2,355.58",$95.87,"$2,829.62","$2,592.70",$236.92,$191.58,$96.20,$50.32,$284.46,"$1,238.71",$51.84,$650.14,$6.92,$206.85,$437.12,"$1,118.85"
Illinois,Scott,2022,"2,101","$76,732","$60,939","$11,834.93","$2,582.30","$2,479.03",$103.27,"$2,924.66","$2,684.89",$239.77,$203.71,$97.04,$56.64,$301.66,"$1,242.33",$52.72,$655.02,$7.20,$205.51,$440.86,"$1,116.38"
Illinois,Shelby,2022,"9,063","$73,591","$63,985","$11,694.99","$2,499.42","$2,403.63",$95.79,"$2,848.03","$2,616.88",$231.15,$196.83,$97.07,$51.39,$288.62,"$1,248.64",$52.54,$652.54,$7.05,$205.07,$439.07,"$1,123.26"
Illinois,Stark,2022,"2,222","$77,843","$58,046","$11,561.19","$2,462.57","$2,364.11",$98.46,"$2,734.74","$2,512.79",$221.95,$186.44,$93.49,$52.22,$283.71,"$1,217.41",$50.32,$643.56,$6.73,$197.97,$428.97,"$1,113.33"
Illinois,Stephenson,2022,"18,785","$66,034","$53,567","$11,456.78","$2,467.13","$2,372.84",$94.29,"$2,779.63","$2,556.93",$222.70,$186.29,$92.70,$51.99,$282.89,"$1,226.35",$51.06,$642.96,$6.90,$197.94,$429.06,"$1,110.92"
Illinois,Tazewell,2022,"53,165","$85,384","$65,969","$12,623.00","$2,734.07","$2,630.11",$103.96,"$2,885.41","$2,650.58",$234.83,$194.67,$98.46,$59.18,$310.17,"$1,298.08",$54.72,$668.68,$7.01,$204.08,$454.23,"$1,182.69"
Illinois,Union,2022,"6,843","$73,057","$54,154","$10,906.21","$2,354.90","$2,265.77",$89.13,"$2,564.65","$2,362.96",$201.69,$171.71,$92.02,$48.38,$264.92,"$1,242.62",$50.66,$650.48,$6.72,$191.52,$439.43,"$1,129.62"
Illinois,Vermilion,2022,"30,541","$60,904","$46,704","$10,888.79","$2,258.69","$2,174.18",$84.51,"$2,436.88","$2,242.16",$194.71,$153.00,$82.94,$44.96,$250.84,"$1,149.37",$44.79,$609.68,$5.95,$184.03,$394.48,"$1,063.12"
Illinois,Wabash,2022,"4,765","$69,975","$56,063","$10,808.02","$2,428.89","$2,336.70",$92.19,"$2,723.10","$2,502.22",$220.88,$182.25,$94.13,$48.55,$275.81,"$1,234.67",$49.96,$631.51,$6.78,$185.31,$426.69,"$1,096.95"
Illinois,Warren,2022,"6,692","$66,146","$56,465","$11,048.32","$2,322.48","$2,231.36",$91.12,"$2,709.95","$2,486.17",$223.78,$184.55,$92.55,$47.07,$275.51,"$1,192.73",$47.84,$636.02,$6.66,$200.07,$418.40,"$1,073.98"
Illinois,Washington,2022,"5,738","$78,989","$65,729","$12,065.10","$2,615.72","$2,513.17",$102.55,"$2,861.52","$2,631.83",$229.69,$188.05,$94.16,$57.67,$293.33,"$1,260.82",$52.96,$664.58,$7.09,$201.71,$444.66,"$1,155.94"
Illinois,Wayne,2022,"6,879","$63,783","$53,081","$11,064.20","$2,366.94","$2,277.22",$89.71,"$2,717.59","$2,491.50",$226.09,$182.33,$91.19,$48.17,$274.83,"$1,191.44",$48.76,$636.26,$6.72,$198.78,$419.78,"$1,074.51"
Illinois,White,2022,"5,950","$67,649","$52,823","$11,036.40","$2,345.12","$2,253.34",$91.78,"$2,767.27","$2,543.46",$223.81,$182.94,$93.84,$47.37,$274.43,"$1,230.73",$50.92,$647.47,$6.94,$204.55,$431.89,"$1,110.08"
Illinois,Whiteside,2022,"22,711","$70,756","$52,725","$11,682.81","$2,481.35","$2,382.01",$99.34,"$2,843.82","$2,611.02",$232.80,$199.65,$97.67,$52.78,$293.98,"$1,234.60",$51.57,$652.61,$7.23,$204.45,$435.65,"$1,112.67"
Illinois,Will,2022,"234,955","$122,036","$95,867","$13,405.34","$2,913.33","$2,800.43",$112.90,"$2,938.10","$2,708.08",$230.01,$191.81,$97.13,$73.25,$328.44,"$1,357.63",$60.17,$685.42,$7.15,$199.80,$480.37,"$1,257.03"
Illinois,Williamson,2022,"28,206","$77,466","$59,910","$11,263.07","$2,342.61","$2,251.99",$90.61,"$2,644.43","$2,426.63",$217.80,$176.26,$88.46,$47.65,$269.99,"$1,190.57",$49.00,$631.16,$6.57,$194.39,$418.96,"$1,084.32"
Illinois,Winnebago,2022,"112,683","$78,615","$61,448","$11,904.48","$2,578.79","$2,479.46",$99.33,"$2,798.81","$2,577.33",$221.49,$184.30,$93.79,$57.43,$290.22,"$1,250.99",$53.16,$651.30,$6.90,$197.38,$439.24,"$1,147.81"
Illinois,Woodford,2022,"14,318","$100,492","$81,199","$12,995.13","$2,803.48","$2,693.05",$110.43,"$2,957.43","$2,717.07",$240.36,$201.39,$100.73,$62.98,$318.30,"$1,324.40",$57.45,$677.79,$7.23,$206.12,$466.38,"$1,203.54"
Illinois,Adams,2027,,,,"$14,537.22","$3,069.47","$2,957.65",$111.82,"$3,443.35","$3,175.57",$267.77,$234.99,$123.55,$59.68,$325.89,"$1,524.91",$58.04,$733.46,$8.87,$242.74,$544.85,"$1,399.09"
Illinois,Alexander,2027,,,,"$12,354.13","$2,799.29","$2,702.53",$96.75,"$3,083.97","$2,860.64",$223.32,$186.78,$115.63,$48.89,$276.39,"$1,481.89",$51.57,$718.78,$8.07,$220.85,$510.04,"$1,330.17"
Illinois,Bond,2027,,,,"$14,686.15","$3,113.44","$2,998.50",$114.94,"$3,442.63","$3,177.76",$264.87,$230.84,$121.16,$63.78,$324.63,"$1,526.78",$58.49,$735.18,$8.92,$239.83,$543.01,"$1,394.70"
Illinois,Boone,2027,,,,"$15,113.94","$3,306.67","$3,188.39",$118.28,"$3,499.95","$3,240.71",$259.24,$228.06,$121.63,$71.70,$333.03,"$1,573.63",$61.34,$744.08,$9.04,$238.02,$554.08,"$1,453.36"
Illinois,Brown,2027,,,,"$14,740.97","$3,107.29","$2,995.86",$111.43,"$3,463.84","$3,188.02",$275.82,$239.25,$122.32,$62.37,$331.20,"$1,546.15",$58.41,$741.84,$9.02,$246.94,$552.54,"$1,412.90"
Illinois,Bureau,2027,,,,"$14,824.41","$3,143.17","$3,023.62",$119.56,"$3,568.49","$3,292.18",$276.31,$252.70,$130.08,$65.76,$338.30,"$1,551.04",$60.49,$746.39,$9.40,$247.33,$555.56,"$1,408.55"
Illinois,Calhoun,2027,,,,"$15,473.66","$3,613.19","$3,479.55",$133.64,"$3,939.90","$3,643.07",$296.83,$268.70,$144.60,$79.29,$374.42,"$1,760.61",$69.28,$812.97,$10.10,$250.45,$620.44,"$1,587.90"
Illinois,Carroll,2027,,,,"$14,198.18","$2,961.59","$2,847.21",$114.37,"$3,529.53","$3,256.61",$272.92,$251.05,$130.03,$56.18,$331.38,"$1,554.92",$57.97,$741.60,$9.37,$249.06,$541.78,"$1,377.43"
Illinois,Cass,2027,,,,"$14,462.92","$3,086.87","$2,976.04",$110.83,"$3,337.10","$3,080.15",$256.96,$211.41,$116.99,$62.95,$310.29,"$1,501.81",$56.87,$731.14,$8.61,$237.10,$534.74,"$1,391.99"
Illinois,Champaign,2027,,,,"$13,704.53","$2,725.28","$2,631.62",$93.66,"$2,895.72","$2,680.31",$215.41,$177.34,$102.44,$53.62,$275.35,"$1,431.50",$51.06,$689.35,$7.37,$215.04,$493.75,"$1,348.51"
Illinois,Christian,2027,,,,"$14,362.29","$3,034.10","$2,925.00",$109.10,"$3,369.10","$3,108.44",$260.66,$225.52,$120.11,$60.17,$316.09,"$1,507.89",$57.05,$731.64,$8.77,$239.73,$535.69,"$1,383.37"
Illinois,Clark,2027,,,,"$13,742.92","$2,966.00","$2,859.59",$106.41,"$3,355.12","$3,101.53",$253.59,$218.80,$122.52,$58.66,$308.65,"$1,559.51",$56.86,$736.97,$8.65,$231.10,$538.40,"$1,404.54"
Illinois,Clay,2027,,,,"$13,892.89","$2,911.25","$2,807.20",$104.05,"$3,296.03","$3,031.72",$264.31,$217.63,$114.39,$56.65,$306.07,"$1,473.24",$54.30,$721.98,$8.47,$237.99,$521.52,"$1,352.85"
Illinois,Clinton,2027,,,,"$14,992.23","$3,172.13","$3,055.09",$117.04,"$3,440.27","$3,173.89",$266.38,$232.50,$121.42,$67.29,$327.71,"$1,541.66",$59.58,$739.77,$9.00,$240.26,$548.58,"$1,424.60"
Illinois,Coles,2027,,,,"$14,169.39","$2,908.45","$2,802.19",$106.26,"$3,226.69","$2,974.20",$252.49,$215.19,$116.52,$58.48,$304.95,"$1,486.36",$55.23,$716.96,$8.40,$234.65,$523.48,"$1,368.56"
Illinois,Cook,2027,,,,"$15,546.48","$3,258.12","$3,144.64",$113.48,"$3,276.53","$3,036.95",$239.58,$206.32,$117.78,$68.44,$330.68,"$1,567.71",$59.74,$741.85,$8.41,$228.27,$552.65,"$1,468.48"
Illinois,Crawford,2027,,,,"$13,796.91","$2,900.40","$2,793.83",$106.57,"$3,302.66","$3,046.93",$255.73,$221.76,$116.89,$58.62,$308.95,"$1,475.36",$54.37,$712.05,$8.58,$233.28,$514.02,"$1,324.47"
Illinois,Cumberland,2027,,,,"$14,465.07","$3,021.17","$2,909.39",$111.78,"$3,395.66","$3,125.90",$269.76,$234.22,$120.99,$63.50,$323.03,"$1,524.40",$58.31,$737.47,$9.04,$241.68,$544.85,"$1,398.81"
Illinois,DeKalb,2027,,,,"$15,758.52","$3,350.98","$3,228.15",$122.82,"$3,406.14","$3,147.37",$258.77,$219.35,$119.11,$77.47,$340.13,"$1,594.73",$61.75,$747.40,$8.61,$234.51,$562.45,"$1,493.57"
Illinois,De Witt,2027,,,,"$14,831.53","$3,082.06","$2,969.92",$112.14,"$3,267.04","$3,013.18",$253.86,$211.83,$116.63,$64.32,$315.20,"$1,522.78",$57.41,$728.45,$8.33,$234.75,$536.79,"$1,409.14"
Illinois,Douglas,2027,,,,"$14,610.33","$3,017.39","$2,912.50",$104.89,"$3,136.70","$2,898.64",$238.06,$207.19,$113.03,$58.82,$304.79,"$1,508.58",$55.23,$720.89,$8.09,$230.38,$525.75,"$1,411.29"
Illinois,DuPage,2027,,,,"$16,511.48","$3,504.87","$3,377.07",$127.79,"$3,589.16","$3,323.18",$265.98,$239.27,$129.79,$78.71,$361.73,"$1,655.55",$66.18,$771.84,$9.34,$241.14,$590.55,"$1,536.39"
Illinois,Edgar,2027,,,,"$14,009.27","$2,921.77","$2,820.52",$101.25,"$3,135.04","$2,895.01",$240.02,$204.32,$113.44,$56.04,$295.93,"$1,482.43",$54.08,$707.96,$8.32,$227.90,$511.27,"$1,362.40"
Illinois,Edwards,2027,,,,"$14,034.56","$2,984.88","$2,879.53",$105.34,"$3,426.80","$3,155.58",$271.22,$237.64,$122.42,$57.30,$320.94,"$1,505.57",$57.18,$730.58,$8.92,$245.38,$538.26,"$1,361.99"
Illinois,Effingham,2027,,,,"$15,335.06","$3,272.70","$3,154.09",$118.61,"$3,592.41","$3,313.19",$279.21,$251.25,$126.70,$66.28,$345.17,"$1,575.49",$61.47,$748.40,$9.25,$245.94,$561.86,"$1,440.61"
Illinois,Fayette,2027,,,,"$13,718.54","$2,881.21","$2,778.08",$103.13,"$3,292.90","$3,033.47",$259.44,$215.74,$115.61,$55.29,$302.82,"$1,463.41",$54.08,$716.70,$8.52,$237.00,$519.02,"$1,339.52"
Illinois,Ford,2027,,,,"$14,224.75","$2,891.34","$2,785.05",$106.30,"$3,196.45","$2,947.51",$248.94,$208.79,$113.28,$57.71,$301.37,"$1,493.63",$57.06,$716.17,$8.19,$228.96,$529.56,"$1,388.31"
Illinois,Franklin,2027,,,,"$13,276.95","$2,722.62","$2,626.26",$96.37,"$3,134.25","$2,889.58",$244.66,$206.95,$110.43,$50.32,$286.84,"$1,423.07",$52.32,$705.12,$8.16,$230.92,$505.15,"$1,303.74"
Illinois,Fulton,2027,,,,"$14,374.83","$3,044.81","$2,938.32",$106.48,"$3,346.94","$3,092.43",$254.51,$223.31,$120.46,$59.07,$316.38,"$1,512.29",$56.41,$728.96,$8.67,$242.29,$532.19,"$1,378.27"
Illinois,Gallatin,2027,,,,"$13,046.11","$2,716.12","$2,622.17",$93.96,"$3,256.23","$3,009.79",$246.44,$222.69,$119.29,$50.88,$298.78,"$1,440.05",$52.96,$713.15,$8.64,$236.65,$514.44,"$1,291.88"
Illinois,Greene,2027,,,,"$14,489.40","$3,061.84","$2,949.48",$112.36,"$3,512.38","$3,242.08",$270.30,$249.51,$124.42,$60.69,$330.86,"$1,526.65",$57.92,$737.67,$9.25,$244.91,$541.30,"$1,375.64"
Illinois,Grundy,2027,,,,"$17,449.45","$3,731.67","$3,590.19",$141.48,"$3,784.80","$3,491.26",$293.54,$255.30,$130.41,$94.83,$390.65,"$1,734.11",$71.87,$791.37,$9.70,$248.44,$623.13,"$1,602.22"
Illinois,Hamilton,2027,,,,"$13,644.64","$2,871.05","$2,766.82",$104.24,"$3,307.87","$3,047.36",$260.51,$227.34,$119.05,$53.05,$309.55,"$1,458.55",$54.29,$714.01,$8.59,$238.27,$519.32,"$1,325.70"
Illinois,Hancock,2027,,,,"$14,227.24","$2,932.49","$2,823.17",$109.31,"$3,438.59","$3,169.00",$269.58,$240.11,$123.93,$57.04,$321.13,"$1,518.24",$57.28,$729.41,$8.94,$243.20,$537.83,"$1,381.80"
Illinois,Hardin,2027,,,,"$12,763.34","$2,531.97","$2,433.44",$98.53,"$3,206.00","$2,946.08",$259.92,$225.14,$116.98,$50.67,$298.72,"$1,405.50",$51.26,$689.56,$8.34,$234.26,$504.90,"$1,259.03"
Illinois,Henderson,2027,,,,"$13,999.83","$2,990.26","$2,879.53",$110.73,"$3,487.23","$3,220.15",$267.08,$248.13,$129.02,$59.14,$330.84,"$1,580.01",$58.59,$728.68,$9.28,$239.86,$540.35,"$1,397.58"
Illinois,Henry,2027,,,,"$15,295.19","$3,226.77","$3,109.06",$117.71,"$3,596.39","$3,322.15",$274.23,$264.72,$133.23,$66.23,$350.19,"$1,590.71",$62.48,$748.52,$9.61,$246.92,$565.62,"$1,426.89"
Illinois,Iroquois,2027,,,,"$14,058.08","$2,966.48","$2,854.20",$112.28,"$3,470.25","$3,202.55",$267.70,$234.55,$123.24,$61.52,$324.78,"$1,510.11",$57.17,$735.16,$9.01,$240.98,$537.46,"$1,379.49"
Illinois,Jackson,2027,,,,"$13,052.34","$2,595.52","$2,500.12",$95.40,"$2,923.72","$2,700.39",$223.32,$188.68,$106.66,$51.20,$276.46,"$1,381.01",$49.20,$678.96,$7.52,$218.14,$480.51,"$1,279.35"
Illinois,Jasper,2027,,,,"$14,948.69","$3,170.60","$3,051.35",$119.24,"$3,578.12","$3,299.47",$278.66,$250.31,$127.69,$66.70,$337.56,"$1,563.07",$61.71,$746.82,$9.41,$246.27,$561.10,"$1,421.61"
Illinois,Jefferson,2027,,,,"$13,925.95","$2,925.69","$2,824.40",$101.29,"$3,307.71","$3,051.92",$255.79,$227.10,$117.82,$55.96,$312.14,"$1,485.50",$55.15,$720.97,$8.72,$237.19,$525.84,"$1,352.75"
Illinois,Jersey,2027,,,,"$15,420.96","$3,637.21","$3,503.85",$133.37,"$3,873.85","$3,584.62",$289.23,$259.83,$141.74,$80.12,$370.02,"$1,737.58",$68.06,$811.44,$9.90,$246.95,$609.47,"$1,584.02"
Illinois,Jo Daviess,2027,,,,"$14,424.84","$3,208.64","$3,091.68",$116.95,"$3,684.88","$3,409.95",$274.93,$268.02,$142.68,$59.73,$340.01,"$1,635.39",$64.01,$764.86,$9.92,$243.03,$570.13,"$1,441.97"
Illinois,Johnson,2027,,,,"$14,512.36","$3,026.01","$2,912.17",$113.85,"$3,610.05","$3,327.91",$282.14,$257.58,$130.84,$59.23,$336.88,"$1,544.94",$59.61,$739.13,$9.31,$247.59,$548.97,"$1,380.87"
Illinois,Kane,2027,,,,"$16,115.73","$3,437.16","$3,311.40",$125.76,"$3,500.66","$3,239.84",$260.83,$227.69,$123.51,$78.78,$352.48,"$1,621.91",$63.95,$764.11,$9.03,$237.02,$577.79,"$1,515.77"
Illinois,Kankakee,2027,,,,"$14,931.37","$3,161.79","$3,042.83",$118.96,"$3,402.10","$3,141.74",$260.36,$227.90,$121.71,$69.62,$329.48,"$1,580.90",$59.55,$739.19,$9.03,$235.71,$547.44,"$1,444.48"
Illinois,Kendall,2027,,,,"$17,958.57","$3,820.64","$3,676.65",$143.98,"$3,765.21","$3,468.88",$296.34,$243.22,$125.85,$98.86,$400.14,"$1,766.95",$72.59,$797.78,$9.33,$246.85,$633.32,"$1,640.21"
Illinois,Knox,2027,,,,"$13,665.76","$2,847.60","$2,745.01",$102.58,"$3,175.14","$2,934.33",$240.81,$209.67,$115.53,$54.32,$299.27,"$1,442.20",$52.83,$706.57,$8.22,$229.33,$507.97,"$1,325.61"
Illinois,Lake,2027,,,,"$16,230.88","$3,471.80","$3,342.59",$129.21,"$3,566.32","$3,302.50",$263.82,$235.50,$127.07,$80.72,$358.77,"$1,632.19",$65.29,$767.82,$9.29,$238.45,$583.93,"$1,521.84"
Illinois,LaSalle,2027,,,,"$14,873.98","$3,109.51","$2,992.85",$116.65,"$3,457.88","$3,189.44",$268.45,$238.12,$123.30,$64.99,$325.77,"$1,537.42",$60.18,$741.65,$9.21,$244.34,$552.20,"$1,411.12"
Illinois,Lawrence,2027,,,,"$13,472.00","$2,820.22","$2,715.58",$104.64,"$3,244.18","$2,985.10",$259.08,$212.71,$114.59,$54.07,$299.30,"$1,435.69",$52.48,$700.43,$8.22,$232.75,$506.86,"$1,303.05"
Illinois,Lee,2027,,,,"$14,694.44","$3,111.34","$2,993.43",$117.91,"$3,529.38","$3,257.63",$271.76,$243.40,$127.19,$65.38,$329.11,"$1,534.42",$60.01,$742.85,$9.31,$246.01,$551.33,"$1,400.87"
Illinois,Livingston,2027,,,,"$14,737.52","$3,131.70","$3,015.68",$116.02,"$3,441.36","$3,178.37",$262.99,$229.78,$123.70,$65.16,$324.80,"$1,524.78",$58.73,$740.85,$8.99,$241.40,$544.80,"$1,402.86"
Illinois,Logan,2027,,,,"$14,601.61","$3,104.94","$2,992.92",$112.02,"$3,367.15","$3,110.62",$256.53,$227.03,$121.72,$63.51,$320.74,"$1,522.56",$58.07,$736.94,$8.78,$238.65,$539.97,"$1,405.45"
Illinois,McDonough,2027,,,,"$14,104.92","$2,852.29","$2,748.49",$103.80,"$3,267.10","$3,012.38",$254.72,$224.88,$119.15,$54.67,$307.38,"$1,495.52",$54.27,$714.23,$8.42,$236.00,$519.61,"$1,354.54"
Illinois,McHenry,2027,,,,"$16,462.72","$3,518.00","$3,388.21",$129.79,"$3,609.35","$3,337.83",$271.52,$237.60,$126.99,$81.23,$360.48,"$1,654.90",$66.51,$773.31,$9.32,$242.42,$591.77,"$1,540.78"
Illinois,McLean,2027,,,,"$15,565.66","$3,210.68","$3,094.58",$116.10,"$3,243.46","$2,995.43",$248.03,$210.09,$116.53,$68.66,$327.93,"$1,566.12",$59.43,$729.29,$8.05,$228.44,$546.43,"$1,460.16"
Illinois,Macon,2027,,,,"$14,285.65","$3,025.90","$2,915.93",$109.97,"$3,320.04","$3,067.89",$252.16,$223.23,$119.81,$60.60,$314.22,"$1,492.44",$56.85,$721.47,$8.70,$233.77,$528.17,"$1,371.30"
Illinois,Macoupin,2027,,,,"$14,503.54","$3,075.93","$2,963.34",$112.59,"$3,424.78","$3,161.76",$263.02,$232.47,$122.53,$62.73,$320.67,"$1,515.20",$57.75,$736.29,$8.92,$239.68,$537.38,"$1,389.39"
Illinois,Madison,2027,,,,"$14,678.55","$3,359.01","$3,238.64",$120.37,"$3,491.25","$3,238.14",$253.11,$235.84,$133.41,$69.81,$340.22,"$1,676.42",$63.56,$776.24,$9.37,$235.90,$585.95,"$1,529.36"
Illinois,Marion,2027,,,,"$13,927.37","$2,919.33","$2,818.47",$100.86,"$3,310.95","$3,053.66",$257.29,$224.57,$116.41,$55.55,$309.81,"$1,487.21",$54.93,$721.74,$8.65,$238.29,$525.19,"$1,357.36"
Illinois,Marshall,2027,,,,"$14,812.16","$3,070.00","$2,956.16",$113.84,"$3,521.75","$3,250.92",$270.83,$250.86,$127.19,$60.58,$331.20,"$1,559.46",$61.69,$748.80,$9.56,$248.34,$560.71,"$1,411.09"
Illinois,Mason,2027,,,,"$14,878.88","$3,117.26","$3,003.57",$113.69,"$3,517.66","$3,241.16",$276.51,$251.69,$129.26,$63.10,$338.02,"$1,561.48",$60.36,$746.01,$9.36,$248.55,$558.22,"$1,413.48"
Illinois,Massac,2027,,,,"$12,805.09","$2,811.63","$2,723.10",$88.53,"$2,670.97","$2,477.64",$193.33,$180.13,$121.40,$55.22,$245.07,"$1,761.31",$44.72,$497.63,$8.62,$222.41,$557.68,"$1,378.15"
Illinois,Menard,2027,,,,"$15,598.06","$3,304.61","$3,179.34",$125.26,"$3,599.79","$3,322.71",$277.08,$253.41,$130.54,$72.12,$348.18,"$1,594.25",$63.78,$757.02,$9.54,$246.36,$572.41,"$1,460.69"
Illinois,Mercer,2027,,,,"$15,432.76","$3,215.64","$3,093.29",$122.35,"$3,634.80","$3,351.47",$283.32,$270.47,$135.96,$68.66,$355.55,"$1,605.18",$62.91,$761.12,$9.72,$249.59,$572.81,"$1,445.74"
Illinois,Monroe,2027,,,,"$15,691.02","$3,606.55","$3,474.08",$132.47,"$3,773.18","$3,495.74",$277.44,$267.58,$143.75,$79.36,$371.17,"$1,769.92",$70.00,$804.00,$10.27,$246.89,$624.29,"$1,598.73"
Illinois,Montgomery,2027,,,,"$14,485.53","$3,044.62","$2,931.53",$113.09,"$3,404.93","$3,140.92",$264.02,$228.53,$120.20,$62.60,$320.45,"$1,514.83",$57.78,$732.92,$8.84,$239.00,$537.76,"$1,389.18"
Illinois,Morgan,2027,,,,"$14,793.02","$3,128.00","$3,015.70",$112.30,"$3,421.27","$3,162.37",$258.90,$240.32,$124.27,$63.28,$327.83,"$1,536.80",$59.14,$735.52,$9.11,$238.51,$544.96,"$1,402.41"
Illinois,Moultrie,2027,,,,"$14,775.59","$3,118.51","$3,007.02",$111.49,"$3,409.33","$3,146.28",$263.05,$228.84,$121.90,$61.15,$321.18,"$1,537.44",$58.41,$738.75,$8.88,$241.27,$544.29,"$1,410.50"
Illinois,Ogle,2027,,,,"$15,191.28","$3,236.57","$3,118.25",$118.32,"$3,526.13","$3,258.79",$267.34,$240.95,$125.61,$68.30,$336.83,"$1,574.32",$61.42,$752.97,$9.30,$242.98,$560.72,"$1,446.76"
Illinois,Peoria,2027,,,,"$14,598.34","$3,070.08","$2,962.23",$107.85,"$3,241.14","$3,000.15",$241.00,$214.13,$119.39,$60.67,$313.75,"$1,507.03",$56.40,$722.77,$8.41,$234.70,$528.75,"$1,391.06"
Illinois,Perry,2027,,,,"$14,291.89","$3,002.18","$2,896.40",$105.78,"$3,384.20","$3,122.50",$261.70,$239.26,$122.14,$58.81,$322.46,"$1,519.91",$57.18,$731.18,$8.93,$241.54,$538.98,"$1,384.94"
Illinois,Piatt,2027,,,,"$15,002.78","$3,055.46","$2,942.28",$113.17,"$3,386.35","$3,125.21",$261.14,$242.99,$124.17,$62.48,$325.98,"$1,567.35",$61.96,$739.42,$9.02,$238.43,$558.17,"$1,434.91"
Illinois,Pike,2027,,,,"$14,612.37","$3,061.33","$2,947.28",$114.04,"$3,464.61","$3,191.01",$273.60,$242.27,$125.12,$60.17,$328.62,"$1,539.25",$58.09,$738.90,$9.06,$247.25,$548.61,"$1,398.66"
Illinois,Pope,2027,,,,"$13,568.65","$2,849.85","$2,743.18",$106.68,"$3,364.11","$3,098.02",$266.08,$225.68,$118.01,$56.64,$308.98,"$1,452.17",$54.29,$715.69,$8.81,$240.05,$519.04,"$1,315.34"
Illinois,Pulaski,2027,,,,"$11,766.85","$2,541.37","$2,457.03",$84.33,"$2,455.03","$2,284.67",$170.36,$157.60,$114.66,$46.78,$217.03,"$1,620.08",$38.29,$475.50,$7.94,$209.93,$507.41,"$1,262.70"
Illinois,Putnam,2027,,,,"$14,964.57","$3,181.91","$3,057.80",$124.11,"$3,679.93","$3,393.95",$285.98,$270.39,$132.90,$66.22,$347.40,"$1,561.06",$61.78,$752.30,$9.82,$252.43,$563.37,"$1,410.34"
Illinois,Randolph,2027,,,,"$14,766.68","$3,138.82","$3,025.35",$113.47,"$3,403.68","$3,146.22",$257.46,$221.39,$119.88,$65.60,$324.32,"$1,537.10",$58.42,$742.61,$8.83,$237.78,$541.87,"$1,416.36"
Illinois,Richland,2027,,,,"$13,851.03","$2,897.77","$2,792.77",$105.00,"$3,305.04","$3,044.34",$260.69,$221.98,$117.28,$57.45,$311.01,"$1,466.18",$55.07,$719.88,$8.57,$238.24,$520.46,"$1,334.45"
Illinois,Rock Island,2027,,,,"$14,720.39","$3,287.21","$3,170.33",$116.88,"$3,570.52","$3,312.96",$257.56,$245.59,$135.03,$65.34,$338.31,"$1,656.30",$62.83,$770.70,$9.50,$236.02,$571.61,"$1,482.19"
