State,County,Year,Total Households ,Average Household Income,Median Household Income,Total Shelter,Mortgage Interest,   Mortgage Interest,   Mortgage Interest,Property Taxes,   Property Taxes,   Property Taxes,Rental Costs,Property Management Fees,Housing For Someone At School,Lodging Away From Home,Electricity,Fuel Oil ,Natural Gas,Septic Tank Cleaning,Trash And Garbage Collection,Water And Sewage,Cellular Phone Service
Texas,Glasscock,2022,462,"$129,193","$92,010","$11,570.21","$2,851.72","$2,784.81",$66.90,"$2,671.29","$2,580.44",$90.85,$97.27,$116.76,$49.57,$155.08,"$1,966.69",$39.26,$293.15,$7.21,$243.52,$666.02,"$1,535.29"
Texas,Goliad,2022,"2,993","$83,656","$56,784","$9,769.39","$1,970.66","$1,916.77",$53.90,"$2,174.56","$2,080.27",$94.29,$99.55,$109.19,$37.01,$133.30,"$1,769.95",$33.95,$261.65,$7.48,$219.77,$589.41,"$1,292.55"
Texas,Gonzales,2022,"7,491","$72,115","$49,791","$10,185.68","$2,201.74","$2,144.42",$57.32,"$2,306.90","$2,211.19",$95.72,$94.58,$110.71,$42.94,$137.21,"$1,825.09",$34.60,$266.68,$7.15,$226.31,$605.18,"$1,382.02"
Texas,Gray,2022,"7,916","$67,959","$52,983","$9,210.38","$1,904.87","$1,857.87",$47.00,"$1,933.50","$1,846.12",$87.37,$85.51,$88.24,$32.94,$127.19,"$1,695.53",$29.88,$247.57,$6.64,$209.05,$560.68,"$1,259.74"
Texas,Grayson,2022,"55,337","$80,614","$59,049","$10,910.89","$2,554.53","$2,491.32",$63.21,"$2,475.88","$2,381.23",$94.65,$98.49,$111.98,$50.74,$146.12,"$1,892.98",$36.52,$279.24,$7.25,$235.54,$631.71,"$1,472.67"
Texas,Gregg,2022,"48,064","$74,889","$53,265","$9,505.56","$1,947.33","$1,898.89",$48.44,"$2,020.49","$1,934.81",$85.67,$88.02,$96.52,$33.71,$128.34,"$1,732.28",$31.86,$253.53,$6.79,$212.67,$569.64,"$1,303.13"
Texas,Grimes,2022,"10,184","$70,127","$51,244","$10,381.03","$2,309.28","$2,248.72",$60.56,"$2,362.84","$2,267.96",$94.88,$100.16,$111.05,$45.87,$140.11,"$1,856.42",$36.03,$272.93,$7.44,$229.67,$619.28,"$1,406.74"
Texas,Guadalupe,2022,"62,128","$101,646","$82,684","$10,661.92","$2,544.28","$2,485.02",$59.26,"$2,374.26","$2,283.65",$90.61,$93.41,$106.65,$46.99,$144.14,"$1,871.75",$35.33,$274.54,$6.83,$232.56,$621.13,"$1,458.05"
Texas,Hale,2022,"11,075","$62,616","$47,836","$9,198.30","$1,852.46","$1,809.75",$42.71,"$1,776.03","$1,700.50",$75.53,$75.59,$82.11,$28.97,$117.98,"$1,664.27",$28.49,$239.05,$6.03,$199.07,$540.52,"$1,265.31"
Texas,Hall,2022,"1,233","$55,883","$37,311","$7,771.34","$1,372.42","$1,338.94",$33.48,"$1,527.29","$1,445.51",$81.78,$72.00,$76.79,$17.59,$107.94,"$1,557.56",$25.58,$225.68,$6.81,$195.57,$510.76,"$1,085.28"
Texas,Hamilton,2022,"3,442","$76,114","$54,388","$9,448.29","$1,863.10","$1,817.15",$45.95,"$1,949.65","$1,858.43",$91.22,$85.40,$95.39,$28.75,$126.64,"$1,714.84",$31.20,$253.30,$6.60,$208.08,$564.82,"$1,277.25"
Texas,Hansford,2022,"1,928","$77,019","$61,002","$9,736.84","$2,076.71","$2,025.58",$51.14,"$2,018.43","$1,928.16",$90.28,$94.51,$97.87,$36.10,$135.49,"$1,751.91",$32.71,$257.42,$6.76,$215.47,$577.99,"$1,328.13"
Texas,Hardeman,2022,"1,716","$56,383","$40,299","$7,973.19","$1,529.94","$1,490.85",$39.09,"$1,440.61","$1,357.80",$82.81,$79.26,$78.70,$25.80,$114.25,"$1,571.91",$26.15,$218.00,$6.33,$174.37,$478.02,"$1,117.40"
Texas,Hardin,2022,"22,696","$89,193","$66,401","$9,996.35","$2,151.51","$2,097.88",$53.62,"$2,187.49","$2,096.60",$90.89,$93.05,$103.20,$37.86,$133.24,"$1,794.22",$33.66,$263.21,$6.96,$220.67,$594.20,"$1,339.57"
Texas,Harris,2022,"1,716,911","$93,466","$59,365","$9,874.72","$2,268.63","$2,217.80",$50.83,"$2,084.96","$2,010.16",$74.79,$73.27,$89.53,$39.38,$125.12,"$1,772.58",$30.92,$252.11,$6.11,$215.31,$581.17,"$1,397.97"
Texas,Harrison,2022,"25,749","$76,031","$54,267","$9,411.29","$1,951.73","$1,900.29",$51.44,"$2,020.44","$1,930.88",$89.56,$90.53,$96.87,$34.82,$132.75,"$1,734.08",$31.19,$251.37,$6.82,$213.57,$571.46,"$1,280.31"
Texas,Hartley,2022,"1,780","$99,380","$79,323","$10,461.60","$2,381.93","$2,323.45",$58.48,"$2,255.61","$2,153.84",$101.77,$112.04,$104.53,$44.82,$154.64,"$1,827.64",$35.22,$276.21,$7.44,$224.96,$609.17,"$1,406.11"
Texas,Haskell,2022,"2,268","$65,818","$41,807","$8,675.73","$1,677.38","$1,632.38",$45.00,"$1,886.52","$1,797.16",$89.37,$87.06,$90.98,$30.81,$121.56,"$1,658.87",$29.71,$242.52,$7.11,$208.71,$552.12,"$1,190.30"
Texas,Hays,2022,"90,888","$101,867","$75,442","$11,240.07","$2,723.44","$2,662.11",$61.32,"$2,434.31","$2,348.15",$86.16,$89.72,$110.52,$48.77,$145.17,"$1,892.81",$36.03,$278.47,$6.24,$230.76,$622.60,"$1,507.77"
Texas,Hemphill,2022,"1,324","$88,904","$74,730","$10,458.26","$2,287.00","$2,227.71",$59.29,"$2,291.01","$2,189.05",$101.96,$111.85,$113.77,$39.21,$150.28,"$1,829.99",$35.21,$268.73,$7.37,$224.02,$602.45,"$1,353.91"
Texas,Henderson,2022,"33,789","$68,006","$51,148","$9,462.63","$1,944.36","$1,895.00",$49.36,"$2,050.01","$1,952.28",$97.72,$93.97,$101.30,$33.42,$131.41,"$1,725.51",$32.29,$254.61,$7.07,$212.86,$568.40,"$1,272.07"
Texas,Hidalgo,2022,"257,924","$60,419","$41,690","$7,883.72","$1,631.90","$1,595.82",$36.08,"$1,499.27","$1,433.33",$65.94,$59.06,$63.28,$28.29,$97.62,"$1,545.22",$23.87,$211.49,$5.29,$185.60,$503.52,"$1,189.33"
Texas,Hill,2022,"14,204","$69,655","$54,480","$9,480.23","$1,902.00","$1,851.95",$50.05,"$2,082.29","$1,981.40",$100.89,$101.12,$105.98,$33.83,$134.33,"$1,734.61",$33.89,$258.06,$7.12,$216.23,$574.58,"$1,272.86"
Texas,Hockley,2022,"8,172","$64,272","$47,926","$9,303.28","$1,844.79","$1,801.25",$43.54,"$1,788.31","$1,711.98",$76.33,$74.20,$84.83,$29.58,$116.08,"$1,678.88",$28.78,$242.06,$6.06,$202.13,$543.01,"$1,271.47"
Texas,Hood,2022,"25,267","$100,261","$75,697","$11,006.11","$2,372.54","$2,307.95",$64.59,"$2,580.08","$2,468.09",$111.99,$129.05,$132.89,$45.67,$161.06,"$1,903.32",$39.71,$287.28,$8.36,$237.53,$637.68,"$1,404.79"
Texas,Hopkins,2022,"14,163","$66,594","$50,488","$9,074.31","$1,833.30","$1,786.80",$46.50,"$1,889.52","$1,801.63",$87.88,$81.53,$89.35,$32.41,$119.79,"$1,689.86",$30.44,$243.95,$6.65,$206.42,$557.01,"$1,257.23"
Texas,Houston,2022,"8,578","$61,966","$43,208","$8,469.05","$1,573.68","$1,532.76",$40.92,"$1,763.09","$1,676.87",$86.22,$81.79,$86.93,$26.30,$116.11,"$1,612.38",$28.30,$235.04,$6.76,$199.02,$527.26,"$1,152.77"
Texas,Howard,2022,"11,697","$73,482","$58,393","$9,523.53","$2,063.80","$2,015.59",$48.22,"$1,996.72","$1,912.68",$84.04,$80.38,$89.71,$34.18,$126.06,"$1,732.77",$31.69,$247.59,$6.41,$209.78,$572.81,"$1,324.96"
Texas,Hudspeth,2022,"1,226","$56,449","$46,507","$8,477.19","$1,782.64","$1,744.14",$38.50,"$1,645.06","$1,569.32",$75.74,$70.46,$74.74,$27.42,$114.37,"$1,621.14",$26.73,$227.09,$5.87,$194.66,$525.40,"$1,222.13"
Texas,Hunt,2022,"37,262","$71,525","$55,360","$10,673.15","$2,542.71","$2,480.23",$62.47,"$2,437.80","$2,345.55",$92.25,$94.66,$106.95,$51.68,$144.38,"$1,876.99",$35.66,$275.62,$6.96,$234.57,$626.83,"$1,473.76"
Texas,Hutchinson,2022,"8,329","$68,620","$55,449","$9,443.39","$1,998.95","$1,949.53",$49.42,"$1,997.99","$1,904.91",$93.08,$90.88,$93.19,$32.78,$126.75,"$1,719.33",$32.11,$252.31,$6.93,$209.30,$567.03,"$1,295.64"
Texas,Irion,2022,648,"$91,943","$68,248","$10,026.16","$2,069.77","$2,016.54",$53.24,"$2,201.89","$2,105.70",$96.19,$104.43,$107.58,$34.74,$139.09,"$1,801.52",$34.77,$272.04,$7.66,$220.20,$596.06,"$1,323.82"
Texas,Jack,2022,"3,158","$82,703","$56,106","$10,093.93","$2,161.43","$2,101.63",$59.80,"$2,316.17","$2,214.56",$101.61,$107.96,$108.27,$43.83,$141.99,"$1,817.54",$35.83,$270.68,$7.82,$226.48,$610.31,"$1,360.48"
Texas,Jackson,2022,"5,587","$84,364","$55,506","$9,714.83","$1,935.03","$1,883.78",$51.25,"$2,152.22","$2,058.10",$94.11,$95.95,$103.67,$33.66,$134.42,"$1,770.93",$33.47,$259.02,$7.29,$219.01,$586.90,"$1,300.21"
Texas,Jasper,2022,"14,035","$65,242","$46,788","$8,742.27","$1,744.14","$1,698.74",$45.40,"$1,872.48","$1,778.71",$93.77,$90.54,$94.30,$30.85,$122.69,"$1,651.70",$30.34,$244.30,$6.80,$207.06,$547.23,"$1,203.07"
Texas,Jeff Davis,2022,997,"$74,708","$54,573","$9,203.32","$1,807.76","$1,757.39",$50.38,"$2,023.73","$1,930.05",$93.68,$88.16,$104.38,$32.84,$126.37,"$1,726.46",$32.85,$254.48,$7.33,$213.45,$567.61,"$1,233.80"
Texas,Jefferson,2022,"96,132","$80,031","$55,499","$9,483.09","$2,001.16","$1,952.10",$49.05,"$2,020.83","$1,939.61",$81.22,$81.10,$93.36,$34.79,$124.21,"$1,725.68",$30.79,$250.03,$6.58,$210.24,$567.65,"$1,302.31"
Texas,Jim Hogg,2022,"1,851","$52,130","$38,158","$8,259.02","$1,709.38","$1,669.62",$39.76,"$1,619.07","$1,548.10",$70.97,$65.21,$71.57,$30.28,$103.93,"$1,607.12",$26.06,$225.00,$5.79,$195.62,$528.11,"$1,200.24"
Texas,Jim Wells,2022,"13,752","$62,854","$43,609","$8,929.27","$1,865.22","$1,820.36",$44.85,"$1,852.73","$1,774.83",$77.91,$78.00,$85.45,$31.67,$115.80,"$1,672.45",$29.49,$240.58,$6.36,$204.24,$551.59,"$1,247.04"
Texas,Johnson,2022,"64,411","$84,945","$68,215","$10,648.82","$2,477.22","$2,417.09",$60.13,"$2,379.57","$2,287.27",$92.30,$94.75,$106.31,$46.84,$141.84,"$1,868.89",$35.71,$272.39,$6.94,$229.88,$621.26,"$1,457.23"
Texas,Jones,2022,"5,958","$69,059","$54,345","$9,538.21","$1,918.25","$1,871.56",$46.69,"$1,956.69","$1,868.22",$88.47,$86.51,$93.43,$31.21,$128.10,"$1,723.84",$31.26,$252.28,$6.67,$211.41,$566.91,"$1,284.58"
Texas,Karnes,2022,"4,977","$83,191","$53,648","$9,498.36","$1,943.11","$1,891.16",$51.95,"$2,103.86","$2,014.76",$89.10,$89.62,$100.89,$35.83,$128.72,"$1,753.31",$32.70,$254.64,$7.17,$215.25,$584.49,"$1,285.46"
Texas,Kaufman,2022,"45,969","$95,055","$77,066","$10,506.09","$2,538.48","$2,481.91",$56.57,"$2,297.25","$2,214.30",$82.95,$81.39,$99.27,$44.68,$136.85,"$1,856.25",$33.93,$268.19,$6.43,$228.27,$612.03,"$1,462.58"
Texas,Kendall,2022,"16,972","$133,809","$99,114","$11,039.28","$2,492.40","$2,427.34",$65.06,"$2,561.54","$2,462.21",$99.33,$110.77,$121.03,$49.85,$151.31,"$1,910.18",$38.18,$283.52,$7.62,$238.00,$641.04,"$1,461.90"
Texas,Kenedy,2022,137,"$66,039","$40,730","$7,878.53","$1,466.56","$1,432.45",$34.11,"$1,391.73","$1,323.36",$68.36,$62.15,$79.41,$26.75,$88.64,"$1,519.97",$24.98,$203.44,$5.38,$183.02,$485.79,"$1,157.15"
Texas,Kent,2022,337,"$70,496","$52,490","$9,118.26","$1,724.18","$1,675.48",$48.70,"$2,104.10","$2,012.29",$91.81,$86.62,$92.78,$28.50,$123.04,"$1,734.65",$31.28,$257.06,$7.39,$220.46,$586.60,"$1,247.86"
Texas,Kerr,2022,"22,171","$80,744","$57,599","$10,240.85","$1,976.56","$1,922.07",$54.49,"$2,399.73","$2,277.52",$122.21,$131.56,$131.98,$32.85,$158.52,"$1,811.37",$38.28,$278.97,$8.59,$230.42,$605.95,"$1,276.68"
Texas,Kimble,2022,"2,078","$76,867","$45,442","$9,384.67","$1,720.23","$1,669.15",$51.08,"$2,160.39","$2,049.94",$110.44,$116.21,$116.95,$30.36,$142.29,"$1,713.86",$34.43,$260.59,$8.14,$216.67,$574.60,"$1,191.74"
Texas,King,2022,114,"$119,846","$71,679","$9,346.72","$1,874.36","$1,819.49",$54.87,"$2,167.46","$2,071.09",$96.38,$98.33,$94.50,$34.99,$132.11,"$1,764.25",$32.32,$259.47,$8.04,$219.91,$602.81,"$1,293.22"
Texas,Kinney,2022,"1,345","$63,977","$46,070","$8,523.44","$1,635.10","$1,594.55",$40.55,"$1,759.56","$1,676.77",$82.79,$87.35,$90.75,$29.36,$117.79,"$1,626.02",$28.20,$244.43,$6.78,$202.61,$538.88,"$1,168.41"
Texas,Kleberg,2022,"11,086","$63,578","$46,295","$9,152.57","$1,860.23","$1,816.61",$43.62,"$1,787.73","$1,713.89",$73.84,$72.14,$84.20,$30.78,$112.39,"$1,664.93",$28.53,$242.83,$5.88,$201.60,$543.66,"$1,259.58"
Texas,Knox,2022,"1,450","$60,613","$41,155","$8,014.53","$1,532.19","$1,494.63",$37.56,"$1,692.62","$1,613.29",$79.32,$82.25,$81.13,$26.47,$117.55,"$1,582.00",$26.13,$229.09,$6.70,$199.92,$522.68,"$1,122.63"
Texas,Lamar,2022,"20,391","$62,881","$45,760","$8,489.93","$1,668.19","$1,624.98",$43.21,"$1,738.18","$1,650.44",$87.73,$83.65,$83.50,$30.66,$118.60,"$1,598.23",$28.04,$229.11,$6.37,$195.21,$524.12,"$1,176.93"
Texas,Lamb,2022,"4,773","$61,813","$44,168","$8,984.27","$1,753.24","$1,711.07",$42.17,"$1,753.40","$1,678.13",$75.27,$74.42,$80.70,$28.33,$115.86,"$1,656.71",$27.88,$238.88,$6.17,$201.77,$545.31,"$1,254.01"
Texas,Lampasas,2022,"8,549","$81,478","$61,425","$9,802.07","$2,087.78","$2,038.22",$49.55,"$2,045.66","$1,959.69",$85.98,$84.90,$94.71,$35.02,$129.36,"$1,761.91",$31.77,$254.95,$6.60,$215.03,$577.58,"$1,342.68"
Texas,La Salle,2022,"2,117","$70,005","$52,522","$8,907.43","$1,981.93","$1,936.29",$45.64,"$1,824.75","$1,743.96",$80.78,$74.56,$82.79,$37.95,$118.24,"$1,671.17",$28.81,$238.14,$5.96,$205.88,$547.82,"$1,277.98"
Texas,Lavaca,2022,"8,340","$79,567","$53,175","$9,657.51","$1,926.37","$1,874.66",$51.72,"$2,141.65","$2,046.14",$95.51,$100.50,$104.94,$34.87,$136.61,"$1,759.87",$33.35,$260.51,$7.41,$218.84,$586.44,"$1,282.03"
Texas,Lee,2022,"6,684","$81,141","$57,491","$10,945.17","$2,585.69","$2,521.51",$64.18,"$2,537.88","$2,438.64",$99.24,$104.11,$117.16,$49.97,$154.02,"$1,913.15",$37.54,$283.49,$7.37,$240.13,$639.69,"$1,466.95"
Texas,Leon,2022,"7,113","$74,683","$49,949","$9,583.97","$1,781.29","$1,736.81",$44.47,"$1,840.80","$1,760.69",$80.11,$83.51,$92.57,$28.96,$118.96,"$1,690.93",$30.28,$249.93,$6.54,$205.24,$551.83,"$1,265.77"
Texas,Liberty,2022,"32,185","$75,871","$53,734","$9,554.76","$2,100.22","$2,051.10",$49.12,"$1,987.10","$1,910.66",$76.44,$74.11,$87.81,$37.05,$119.92,"$1,751.28",$30.54,$248.53,$6.32,$212.79,$574.92,"$1,355.48"
Texas,Limestone,2022,"8,617","$58,213","$43,497","$8,892.75","$1,731.43","$1,688.38",$43.05,"$1,784.41","$1,706.09",$78.31,$78.90,$86.09,$29.22,$116.93,"$1,656.36",$28.71,$238.50,$6.52,$200.78,$540.92,"$1,220.48"
Texas,Lipscomb,2022,"1,177","$83,381","$66,454","$10,536.11","$2,254.96","$2,192.70",$62.26,"$2,288.39","$2,184.17",$104.22,$109.54,$114.80,$37.78,$153.27,"$1,856.31",$35.89,$274.93,$7.90,$226.09,$610.46,"$1,374.41"
Texas,Live Oak,2022,"4,387","$72,190","$52,740","$9,373.78","$1,919.74","$1,868.88",$50.86,"$2,081.23","$1,985.91",$95.32,$91.94,$99.71,$33.50,$130.04,"$1,740.58",$32.83,$254.96,$7.11,$216.97,$581.31,"$1,273.10"
Texas,Llano,2022,"10,493","$91,412","$57,251","$10,349.63","$1,925.01","$1,867.86",$57.16,"$2,492.79","$2,367.77",$125.03,$142.63,$142.96,$33.32,$163.44,"$1,815.79",$39.55,$284.78,$9.02,$232.28,$609.66,"$1,249.46"
Texas,Loving,2022,47,"$66,010","$76,158","$11,801.85","$2,871.96","$2,805.09",$66.87,"$1,987.26","$1,895.94",$91.32,$92.00,$95.19,$28.40,$155.26,"$1,583.04",$33.43,$313.55,$5.77,$233.11,$566.79,"$1,334.13"
Texas,Lubbock,2022,"123,537","$78,360","$55,555","$9,736.46","$1,995.93","$1,950.03",$45.90,"$1,870.75","$1,794.60",$76.15,$76.85,$89.13,$32.15,$121.27,"$1,697.76",$29.70,$247.57,$5.87,$202.52,$548.11,"$1,304.89"
Texas,Lynn,2022,"2,232","$62,579","$45,427","$9,090.35","$1,830.82","$1,788.13",$42.69,"$1,808.07","$1,731.32",$76.75,$72.72,$83.38,$27.64,$114.91,"$1,670.39",$28.61,$241.99,$6.13,$205.76,$551.10,"$1,252.38"
Texas,McCulloch,2022,"3,201","$65,400","$42,978","$8,872.30","$1,697.16","$1,652.57",$44.59,"$1,880.15","$1,789.07",$91.09,$91.90,$97.05,$28.67,$123.03,"$1,659.79",$30.65,$241.97,$7.05,$204.21,$548.15,"$1,197.62"
Texas,McLennan,2022,"97,549","$76,300","$52,478","$9,407.42","$2,018.18","$1,972.20",$45.97,"$1,904.48","$1,825.98",$78.50,$77.18,$87.63,$33.08,$123.20,"$1,681.24",$29.65,$241.31,$6.00,$202.42,$547.53,"$1,290.47"
Texas,McMullen,2022,306,"$119,729","$70,552","$9,797.78","$2,162.10","$2,105.56",$56.54,"$2,235.52","$2,134.99",$100.53,$126.09,$100.99,$47.80,$156.62,"$1,803.78",$34.42,$268.80,$7.91,$224.62,$606.28,"$1,352.08"
Texas,Madison,2022,"4,422","$67,657","$46,115","$9,316.45","$1,768.09","$1,726.32",$41.77,"$1,720.03","$1,647.50",$72.52,$73.08,$83.35,$28.87,$112.97,"$1,659.50",$28.11,$239.80,$5.99,$199.30,$536.35,"$1,264.70"
Texas,Marion,2022,"4,656","$57,473","$39,683","$8,261.60","$1,715.94","$1,669.87",$46.06,"$1,505.67","$1,422.12",$83.54,$81.17,$84.98,$28.80,$119.16,"$1,618.28",$26.86,$227.57,$6.58,$181.49,$489.15,"$1,118.63"
Texas,Martin,2022,"1,827","$80,949","$61,143","$10,540.41","$2,481.53","$2,426.75",$54.79,"$2,256.02","$2,173.51",$82.52,$81.85,$98.90,$40.04,$135.93,"$1,850.65",$33.99,$271.84,$6.38,$228.23,$613.94,"$1,440.51"
Texas,Mason,2022,"1,875","$94,214","$56,252","$9,977.49","$1,844.82","$1,790.19",$54.63,"$2,396.01","$2,273.23",$122.78,$134.27,$131.82,$31.01,$157.79,"$1,779.84",$37.70,$278.29,$8.54,$227.94,$597.04,"$1,214.49"
Texas,Matagorda,2022,"14,492","$67,251","$49,151","$10,234.16","$2,285.12","$2,228.35",$56.77,"$2,284.43","$2,197.39",$87.04,$89.65,$103.80,$42.40,$136.26,"$1,833.64",$34.28,$269.30,$6.98,$227.02,$609.73,"$1,391.53"
Texas,Maverick,2022,"16,900","$57,702","$39,922","$8,388.69","$1,830.09","$1,789.14",$40.95,"$1,650.46","$1,580.58",$69.88,$63.73,$69.63,$33.37,$103.97,"$1,621.59",$26.29,$225.20,$5.55,$196.03,$532.77,"$1,248.24"
Texas,Medina,2022,"17,388","$81,820","$64,344","$9,997.49","$2,215.03","$2,160.21",$54.82,"$2,184.53","$2,094.36",$90.17,$89.99,$100.01,$40.97,$133.39,"$1,800.40",$33.62,$261.25,$6.86,$221.42,$596.40,"$1,373.17"
Texas,Menard,2022,992,"$73,432","$38,653","$8,831.87","$1,635.08","$1,594.39",$40.69,"$1,821.38","$1,735.01",$86.37,$91.51,$100.79,$24.69,$121.50,"$1,637.79",$30.28,$246.41,$6.98,$205.82,$541.66,"$1,152.12"
Texas,Midland,2022,"62,429","$117,280","$80,515","$10,742.60","$2,562.41","$2,505.63",$56.78,"$2,319.94","$2,237.03",$82.91,$88.39,$102.03,$42.29,$139.55,"$1,863.61",$35.19,$274.57,$6.32,$227.52,$617.26,"$1,457.62"
Texas,Milam,2022,"9,594","$73,294","$50,152","$10,706.02","$2,479.11","$2,417.76",$61.35,"$2,437.03","$2,338.26",$98.77,$103.74,$117.10,$47.16,$150.87,"$1,882.12",$36.70,$279.45,$7.44,$236.17,$626.29,"$1,435.70"
Texas,Mills,2022,"1,962","$65,441","$48,940","$8,866.53","$1,733.58","$1,688.26",$45.32,"$1,975.62","$1,871.38",$104.24,$91.06,$96.53,$27.77,$125.91,"$1,671.43",$31.73,$246.37,$7.27,$209.32,$554.14,"$1,194.12"
Texas,Mitchell,2022,"2,826","$64,466","$46,047","$8,930.49","$1,799.95","$1,754.77",$45.18,"$1,881.61","$1,794.94",$86.67,$77.98,$87.02,$30.58,$119.10,"$1,676.83",$30.24,$240.57,$6.81,$206.14,$553.14,"$1,250.07"
Texas,Montague,2022,"8,179","$72,945","$55,069","$9,714.14","$1,976.06","$1,921.42",$54.64,"$2,172.71","$2,068.19",$104.52,$106.45,$105.04,$36.55,$142.25,"$1,764.45",$34.21,$262.92,$7.46,$218.50,$587.76,"$1,290.32"
Texas,Montgomery,2022,"236,173","$131,047","$93,474","$10,822.32","$2,551.83","$2,490.65",$61.19,"$2,432.42","$2,344.27",$88.15,$93.72,$108.15,$48.67,$141.83,"$1,891.90",$35.80,$275.68,$6.92,$233.44,$628.46,"$1,484.26"
Texas,Moore,2022,"7,119","$70,935","$55,216","$8,693.18","$1,761.30","$1,722.07",$39.23,"$1,658.61","$1,586.23",$72.38,$66.39,$75.42,$27.41,$110.06,"$1,627.06",$26.68,$227.38,$5.89,$193.03,$526.69,"$1,248.48"
Texas,Morris,2022,"5,136","$56,821","$43,079","$8,691.73","$1,673.93","$1,631.24",$42.69,"$1,809.58","$1,726.67",$82.91,$81.11,$86.70,$27.69,$117.16,"$1,657.38",$28.91,$239.37,$6.91,$200.75,$543.64,"$1,199.00"
Texas,Motley,2022,508,"$52,903","$38,293","$7,801.27","$1,330.24","$1,295.95",$34.29,"$1,598.84","$1,511.35",$87.48,$74.43,$84.86,$17.82,$104.36,"$1,515.54",$27.31,$222.51,$6.47,$188.66,$495.48,"$1,061.84"
Texas,Nacogdoches,2022,"24,632","$62,018","$46,543","$8,693.21","$1,628.10","$1,587.89",$40.21,"$1,692.47","$1,615.62",$76.85,$72.01,$82.65,$26.43,$110.37,"$1,611.94",$27.64,$234.03,$6.08,$195.00,$523.56,"$1,194.55"
Texas,Navarro,2022,"19,336","$69,152","$48,576","$9,021.05","$1,799.71","$1,752.91",$46.81,"$1,921.26","$1,831.15",$90.11,$86.37,$94.37,$31.83,$123.64,"$1,682.75",$30.70,$244.63,$6.72,$208.38,$553.93,"$1,249.65"
Texas,Newton,2022,"5,274","$57,030","$48,716","$8,890.95","$1,946.21","$1,896.98",$49.22,"$1,641.20","$1,547.39",$93.82,$96.08,$91.40,$32.73,$135.90,"$1,676.20",$29.33,$235.70,$6.73,$186.33,$509.03,"$1,185.18"
Texas,Nolan,2022,"5,834","$66,101","$46,336","$9,165.29","$1,833.57","$1,789.78",$43.79,"$1,837.19","$1,754.86",$82.33,$83.67,$87.26,$29.95,$123.03,"$1,667.65",$29.35,$242.89,$6.49,$203.15,$545.87,"$1,250.31"
Texas,Nueces,2022,"133,074","$77,716","$55,720","$9,481.55","$2,046.23","$1,997.02",$49.21,"$2,010.85","$1,929.02",$81.82,$81.09,$93.56,$35.29,$121.92,"$1,723.60",$31.39,$250.30,$6.42,$210.82,$569.40,"$1,302.88"
Texas,Ochiltree,2022,"3,499","$79,179","$64,669","$10,281.44","$2,352.83","$2,294.13",$58.70,"$2,001.98","$1,907.25",$94.73,$97.29,$101.97,$44.57,$144.58,"$1,803.42",$33.22,$257.27,$6.59,$202.65,$557.49,"$1,347.97"
Texas,Oldham,2022,679,"$74,723","$61,910","$10,094.07","$2,200.78","$2,149.37",$51.41,"$1,998.91","$1,899.49",$99.42,$99.18,$103.04,$36.70,$135.09,"$1,721.73",$30.65,$260.27,$6.66,$214.97,$560.69,"$1,326.29"
Texas,Orange,2022,"33,175","$85,578","$66,200","$9,848.14","$2,194.58","$2,137.65",$56.92,"$2,111.40","$2,017.25",$94.15,$97.51,$101.22,$40.57,$142.09,"$1,774.96",$33.04,$259.52,$6.81,$216.44,$584.40,"$1,326.58"
Texas,Palo Pinto,2022,"11,311","$68,382","$50,258","$10,167.03","$2,060.75","$2,004.72",$56.03,"$2,379.71","$2,274.18",$105.52,$109.74,$115.05,$36.63,$143.61,"$1,817.43",$36.27,$269.97,$7.62,$226.78,$608.25,"$1,324.06"
Texas,Panola,2022,"9,359","$72,705","$55,606","$9,289.81","$2,056.64","$2,004.87",$51.77,"$1,734.33","$1,643.15",$91.18,$96.92,$99.52,$33.91,$138.00,"$1,714.95",$30.74,$246.52,$6.83,$193.14,$522.66,"$1,218.26"
Texas,Parker,2022,"53,127","$108,607","$83,474","$11,064.21","$2,579.10","$2,513.53",$65.57,"$2,560.03","$2,463.14",$96.89,$104.15,$115.38,$51.42,$148.00,"$1,919.82",$37.98,$282.71,$7.37,$237.67,$643.91,"$1,491.05"
Texas,Parmer,2022,"3,302","$67,777","$50,030","$9,291.22","$1,928.85","$1,879.66",$49.19,"$1,884.60","$1,801.58",$83.02,$79.95,$83.75,$30.95,$124.85,"$1,693.57",$28.00,$249.56,$6.45,$213.17,$556.60,"$1,282.63"
Texas,Pecos,2022,"5,088","$68,163","$50,135","$8,938.55","$1,899.93","$1,856.13",$43.80,"$1,854.24","$1,776.12",$78.12,$74.53,$85.04,$31.96,$114.92,"$1,670.99",$28.94,$242.98,$6.21,$203.91,$548.18,"$1,261.94"
Texas,Polk,2022,"20,513","$67,275","$51,413","$9,075.94","$1,810.65","$1,760.92",$49.73,"$1,940.40","$1,849.80",$90.59,$79.25,$100.03,$30.94,$117.55,"$1,704.81",$30.92,$241.52,$6.97,$207.43,$558.30,"$1,241.81"
Texas,Potter,2022,"43,655","$58,712","$39,487","$9,100.64","$1,828.50","$1,784.57",$43.93,"$1,860.32","$1,780.50",$79.83,$80.41,$90.63,$28.40,$118.21,"$1,669.97",$30.15,$240.91,$6.24,$202.77,$546.78,"$1,252.75"
